IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.219.114.201,80,false,SIN,Asia Pacific,Singapore,304 ms,4669 kB/s
47.237.81.112,2086,false,SIN,Asia Pacific,Singapore,279 ms,4666 kB/s
8.219.99.169,2086,false,SIN,Asia Pacific,Singapore,306 ms,4657 kB/s
8.219.177.205,2095,false,SIN,Asia Pacific,Singapore,289 ms,4656 kB/s
8.219.104.37,2095,false,SIN,Asia Pacific,Singapore,290 ms,4655 kB/s
8.219.4.122,2082,false,SIN,Asia Pacific,Singapore,300 ms,4653 kB/s
8.219.120.87,8080,false,SIN,Asia Pacific,Singapore,283 ms,4651 kB/s
8.222.144.50,2086,false,SIN,Asia Pacific,Singapore,299 ms,4651 kB/s
8.218.143.10,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,4650 kB/s
47.236.10.100,2086,false,SIN,Asia Pacific,Singapore,297 ms,4647 kB/s
47.236.104.11,2082,false,SIN,Asia Pacific,Singapore,292 ms,4643 kB/s
47.242.17.250,2095,false,HKG,Asia Pacific,Hong Kong,57 ms,4642 kB/s
8.222.160.176,2095,false,SIN,Asia Pacific,Singapore,273 ms,4641 kB/s
47.236.144.156,2052,false,SIN,Asia Pacific,Singapore,289 ms,4640 kB/s
47.236.170.54,2086,false,SIN,Asia Pacific,Singapore,290 ms,4639 kB/s
8.219.191.40,2086,false,SIN,Asia Pacific,Singapore,301 ms,4638 kB/s
47.242.183.7,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,4635 kB/s
8.219.122.55,2086,false,SIN,Asia Pacific,Singapore,288 ms,4635 kB/s
47.236.104.11,2095,false,SIN,Asia Pacific,Singapore,295 ms,4634 kB/s
47.236.118.216,8880,false,SIN,Asia Pacific,Singapore,298 ms,4633 kB/s
8.219.126.240,2086,false,SIN,Asia Pacific,Singapore,313 ms,4631 kB/s
47.236.144.156,80,false,SIN,Asia Pacific,Singapore,287 ms,4629 kB/s
8.222.249.190,2082,false,SIN,Asia Pacific,Singapore,312 ms,4628 kB/s
47.236.169.141,2086,false,SIN,Asia Pacific,Singapore,276 ms,4627 kB/s
47.236.149.107,2052,false,SIN,Asia Pacific,Singapore,282 ms,4627 kB/s
8.219.51.211,2086,false,SIN,Asia Pacific,Singapore,294 ms,4626 kB/s
47.236.145.85,80,false,SIN,Asia Pacific,Singapore,277 ms,4624 kB/s
8.219.132.64,2095,false,SIN,Asia Pacific,Singapore,299 ms,4623 kB/s
47.236.104.11,2086,false,SIN,Asia Pacific,Singapore,293 ms,4612 kB/s
8.219.99.169,2095,false,SIN,Asia Pacific,Singapore,300 ms,4611 kB/s
8.219.248.47,8880,false,SIN,Asia Pacific,Singapore,281 ms,4610 kB/s
47.242.125.241,80,false,HKG,Asia Pacific,Hong Kong,63 ms,4610 kB/s
47.236.144.196,2095,false,SIN,Asia Pacific,Singapore,306 ms,4609 kB/s
8.222.169.222,2082,false,SIN,Asia Pacific,Singapore,300 ms,4608 kB/s
8.222.179.231,2052,false,SIN,Asia Pacific,Singapore,300 ms,4607 kB/s
8.219.113.232,2082,false,SIN,Asia Pacific,Singapore,306 ms,4604 kB/s
47.243.183.127,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,4603 kB/s
47.245.126.151,2052,false,SIN,Asia Pacific,Singapore,311 ms,4600 kB/s
47.236.237.90,2086,false,SIN,Asia Pacific,Singapore,308 ms,4596 kB/s
47.236.189.92,8880,false,SIN,Asia Pacific,Singapore,311 ms,4594 kB/s
47.236.167.231,80,false,SIN,Asia Pacific,Singapore,284 ms,4592 kB/s
47.245.102.52,2082,false,SIN,Asia Pacific,Singapore,313 ms,4592 kB/s
47.236.146.249,2052,false,SIN,Asia Pacific,Singapore,295 ms,4591 kB/s
8.219.110.81,2086,false,SIN,Asia Pacific,Singapore,298 ms,4590 kB/s
8.222.134.170,80,false,SIN,Asia Pacific,Singapore,275 ms,4590 kB/s
47.236.75.152,2082,false,SIN,Asia Pacific,Singapore,297 ms,4588 kB/s
47.236.237.90,2082,false,SIN,Asia Pacific,Singapore,289 ms,4588 kB/s
47.236.93.176,8080,false,SIN,Asia Pacific,Singapore,281 ms,4585 kB/s
8.210.21.65,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,4583 kB/s
47.236.17.193,8080,false,SIN,Asia Pacific,Singapore,298 ms,4582 kB/s
8.219.97.50,8880,false,SIN,Asia Pacific,Singapore,278 ms,4582 kB/s
8.222.144.50,80,false,SIN,Asia Pacific,Singapore,285 ms,4581 kB/s
47.236.75.113,80,false,SIN,Asia Pacific,Singapore,306 ms,4576 kB/s
47.237.94.140,2095,false,SIN,Asia Pacific,Singapore,279 ms,4569 kB/s
8.222.244.192,2095,false,SIN,Asia Pacific,Singapore,285 ms,4569 kB/s
47.236.10.182,2082,false,SIN,Asia Pacific,Singapore,281 ms,4569 kB/s
47.236.93.176,80,false,SIN,Asia Pacific,Singapore,293 ms,4568 kB/s
8.218.18.132,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,4567 kB/s
8.210.9.129,2052,false,HKG,Asia Pacific,Hong Kong,68 ms,4565 kB/s
8.218.48.92,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,4560 kB/s
47.236.167.231,8080,false,SIN,Asia Pacific,Singapore,275 ms,4552 kB/s
47.243.234.9,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,4552 kB/s
8.219.210.64,2082,false,SIN,Asia Pacific,Singapore,286 ms,4550 kB/s
47.236.80.110,8080,false,SIN,Asia Pacific,Singapore,308 ms,4549 kB/s
8.219.99.169,80,false,SIN,Asia Pacific,Singapore,296 ms,4548 kB/s
47.236.80.110,2086,false,SIN,Asia Pacific,Singapore,278 ms,4548 kB/s
8.219.67.133,2086,false,SIN,Asia Pacific,Singapore,303 ms,4546 kB/s
8.219.104.37,2052,false,SIN,Asia Pacific,Singapore,294 ms,4544 kB/s
47.242.54.157,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,4544 kB/s
47.245.118.70,2052,false,SIN,Asia Pacific,Singapore,309 ms,4542 kB/s
47.236.164.215,80,false,SIN,Asia Pacific,Singapore,283 ms,4539 kB/s
47.242.155.183,8880,false,HKG,Asia Pacific,Hong Kong,66 ms,4538 kB/s
8.219.1.92,2082,false,SIN,Asia Pacific,Singapore,299 ms,4538 kB/s
47.237.125.8,80,false,SIN,Asia Pacific,Singapore,299 ms,4537 kB/s
8.219.86.200,2086,false,SIN,Asia Pacific,Singapore,304 ms,4536 kB/s
8.219.132.64,2082,false,SIN,Asia Pacific,Singapore,277 ms,4534 kB/s
8.218.143.10,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,4532 kB/s
8.222.169.222,80,false,SIN,Asia Pacific,Singapore,282 ms,4531 kB/s
8.222.136.247,8880,false,SIN,Asia Pacific,Singapore,287 ms,4530 kB/s
47.237.86.185,2052,false,SIN,Asia Pacific,Singapore,283 ms,4528 kB/s
8.218.201.73,2086,false,HKG,Asia Pacific,Hong Kong,72 ms,4528 kB/s
8.222.156.242,2095,false,SIN,Asia Pacific,Singapore,288 ms,4525 kB/s
8.222.167.147,8080,false,SIN,Asia Pacific,Singapore,294 ms,4524 kB/s
47.236.75.152,80,false,SIN,Asia Pacific,Singapore,300 ms,4523 kB/s
8.218.74.119,2095,false,HKG,Asia Pacific,Hong Kong,73 ms,4523 kB/s
8.219.170.232,80,false,SIN,Asia Pacific,Singapore,298 ms,4522 kB/s
8.219.163.195,8880,false,SIN,Asia Pacific,Singapore,296 ms,4522 kB/s
8.219.229.190,2052,false,SIN,Asia Pacific,Singapore,306 ms,4519 kB/s
8.222.191.138,2082,false,SIN,Asia Pacific,Singapore,293 ms,4518 kB/s
8.219.49.65,2095,false,SIN,Asia Pacific,Singapore,292 ms,4518 kB/s
8.222.136.247,8080,false,SIN,Asia Pacific,Singapore,278 ms,4513 kB/s
47.236.149.107,2082,false,SIN,Asia Pacific,Singapore,295 ms,4512 kB/s
8.219.86.200,2082,false,SIN,Asia Pacific,Singapore,300 ms,4512 kB/s
47.245.105.224,2086,false,SIN,Asia Pacific,Singapore,308 ms,4511 kB/s
8.210.244.38,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,4509 kB/s
47.242.234.127,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,4509 kB/s
8.222.193.65,80,false,SIN,Asia Pacific,Singapore,278 ms,4508 kB/s
8.217.239.116,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,4505 kB/s
8.219.93.5,2086,false,SIN,Asia Pacific,Singapore,298 ms,4504 kB/s
47.236.253.41,8080,false,SIN,Asia Pacific,Singapore,300 ms,4504 kB/s
47.245.105.224,8080,false,SIN,Asia Pacific,Singapore,294 ms,4504 kB/s
8.222.150.197,2095,false,SIN,Asia Pacific,Singapore,298 ms,4504 kB/s
8.219.98.13,2095,false,SIN,Asia Pacific,Singapore,285 ms,4504 kB/s
8.219.107.135,8880,false,SIN,Asia Pacific,Singapore,291 ms,4504 kB/s
8.217.145.40,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,4503 kB/s
47.236.117.48,2086,false,SIN,Asia Pacific,Singapore,310 ms,4502 kB/s
47.236.146.249,2086,false,SIN,Asia Pacific,Singapore,280 ms,4502 kB/s
8.210.192.93,8080,false,HKG,Asia Pacific,Hong Kong,72 ms,4501 kB/s
47.242.234.127,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,4499 kB/s
47.236.123.133,8880,false,SIN,Asia Pacific,Singapore,286 ms,4499 kB/s
8.219.83.71,2095,false,SIN,Asia Pacific,Singapore,279 ms,4497 kB/s
8.222.244.192,2052,false,SIN,Asia Pacific,Singapore,278 ms,4495 kB/s
8.222.150.197,80,false,SIN,Asia Pacific,Singapore,284 ms,4491 kB/s
47.236.146.249,2095,false,SIN,Asia Pacific,Singapore,308 ms,4490 kB/s
8.218.143.10,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,4487 kB/s
8.222.162.45,80,false,SIN,Asia Pacific,Singapore,300 ms,4486 kB/s
8.219.177.205,8880,false,SIN,Asia Pacific,Singapore,280 ms,4484 kB/s
8.222.191.138,80,false,SIN,Asia Pacific,Singapore,278 ms,4479 kB/s
8.222.191.138,8080,false,SIN,Asia Pacific,Singapore,301 ms,4475 kB/s
47.237.14.220,2095,false,SIN,Asia Pacific,Singapore,294 ms,4472 kB/s
8.219.194.170,8080,false,SIN,Asia Pacific,Singapore,285 ms,4472 kB/s
47.245.126.151,8080,false,SIN,Asia Pacific,Singapore,307 ms,4470 kB/s
8.219.97.50,2052,false,SIN,Asia Pacific,Singapore,284 ms,4470 kB/s
47.242.176.237,8080,false,HKG,Asia Pacific,Hong Kong,53 ms,4467 kB/s
47.237.11.182,8880,false,SIN,Asia Pacific,Singapore,291 ms,4463 kB/s
47.236.87.246,2052,false,SIN,Asia Pacific,Singapore,299 ms,4461 kB/s
8.222.183.242,80,false,SIN,Asia Pacific,Singapore,285 ms,4461 kB/s
8.217.66.3,2052,false,HKG,Asia Pacific,Hong Kong,69 ms,4459 kB/s
47.236.254.120,8080,false,SIN,Asia Pacific,Singapore,295 ms,4458 kB/s
8.222.184.198,8880,false,SIN,Asia Pacific,Singapore,287 ms,4455 kB/s
47.236.93.176,2052,false,SIN,Asia Pacific,Singapore,304 ms,4451 kB/s
8.219.67.133,80,false,SIN,Asia Pacific,Singapore,294 ms,4450 kB/s
8.217.85.14,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,4448 kB/s
47.236.104.11,8080,false,SIN,Asia Pacific,Singapore,285 ms,4445 kB/s
8.219.161.129,2082,false,SIN,Asia Pacific,Singapore,290 ms,4444 kB/s
8.219.100.168,2095,false,SIN,Asia Pacific,Singapore,304 ms,4443 kB/s
47.237.95.156,8880,false,SIN,Asia Pacific,Singapore,286 ms,4442 kB/s
47.236.165.25,8880,false,SIN,Asia Pacific,Singapore,279 ms,4439 kB/s
8.222.187.4,80,false,SIN,Asia Pacific,Singapore,281 ms,4435 kB/s
8.219.42.72,2052,false,SIN,Asia Pacific,Singapore,285 ms,4434 kB/s
8.218.48.92,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,4427 kB/s
8.219.209.14,2095,false,SIN,Asia Pacific,Singapore,296 ms,4427 kB/s
47.237.125.8,2095,false,SIN,Asia Pacific,Singapore,288 ms,4427 kB/s
8.219.202.130,2052,false,SIN,Asia Pacific,Singapore,294 ms,4422 kB/s
8.222.169.222,2095,false,SIN,Asia Pacific,Singapore,299 ms,4422 kB/s
8.217.123.243,8080,false,HKG,Asia Pacific,Hong Kong,69 ms,4421 kB/s
47.238.40.58,2052,false,HKG,Asia Pacific,Hong Kong,64 ms,4413 kB/s
8.222.164.209,2086,false,SIN,Asia Pacific,Singapore,294 ms,4411 kB/s
47.242.183.7,80,false,HKG,Asia Pacific,Hong Kong,59 ms,4411 kB/s
47.242.155.183,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,4410 kB/s
47.236.5.223,2082,false,SIN,Asia Pacific,Singapore,300 ms,4409 kB/s
47.237.100.206,2095,false,SIN,Asia Pacific,Singapore,304 ms,4405 kB/s
47.245.105.224,2095,false,SIN,Asia Pacific,Singapore,314 ms,4404 kB/s
8.219.210.64,80,false,SIN,Asia Pacific,Singapore,291 ms,4403 kB/s
8.219.202.130,8880,false,SIN,Asia Pacific,Singapore,288 ms,4403 kB/s
8.222.179.231,2095,false,SIN,Asia Pacific,Singapore,291 ms,4402 kB/s
8.219.104.37,80,false,SIN,Asia Pacific,Singapore,287 ms,4401 kB/s
47.236.97.90,8880,false,SIN,Asia Pacific,Singapore,284 ms,4401 kB/s
47.236.170.54,80,false,SIN,Asia Pacific,Singapore,285 ms,4398 kB/s
47.236.253.41,2095,false,SIN,Asia Pacific,Singapore,296 ms,4398 kB/s
47.236.169.15,2086,false,SIN,Asia Pacific,Singapore,297 ms,4395 kB/s
8.219.220.88,80,false,SIN,Asia Pacific,Singapore,280 ms,4394 kB/s
47.76.26.26,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,4393 kB/s
8.219.170.232,2052,false,SIN,Asia Pacific,Singapore,286 ms,4389 kB/s
8.219.174.213,2082,false,SIN,Asia Pacific,Singapore,282 ms,4389 kB/s
8.217.85.14,80,false,HKG,Asia Pacific,Hong Kong,55 ms,4388 kB/s
8.219.78.1,2082,false,SIN,Asia Pacific,Singapore,288 ms,4387 kB/s
8.219.1.92,2086,false,SIN,Asia Pacific,Singapore,302 ms,4381 kB/s
8.222.191.138,2086,false,SIN,Asia Pacific,Singapore,304 ms,4381 kB/s
8.219.248.47,80,false,SIN,Asia Pacific,Singapore,282 ms,4374 kB/s
8.219.49.65,2086,false,SIN,Asia Pacific,Singapore,281 ms,4373 kB/s
47.236.130.95,8080,false,SIN,Asia Pacific,Singapore,288 ms,4373 kB/s
47.236.253.41,2052,false,SIN,Asia Pacific,Singapore,302 ms,4370 kB/s
47.236.189.92,2086,false,SIN,Asia Pacific,Singapore,282 ms,4369 kB/s
47.236.150.13,2082,false,SIN,Asia Pacific,Singapore,307 ms,4367 kB/s
47.243.70.186,2052,false,HKG,Asia Pacific,Hong Kong,61 ms,4365 kB/s
47.236.149.107,8880,false,SIN,Asia Pacific,Singapore,302 ms,4365 kB/s
47.236.150.13,2086,false,SIN,Asia Pacific,Singapore,283 ms,4365 kB/s
47.242.157.96,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,4364 kB/s
8.219.106.156,2095,false,SIN,Asia Pacific,Singapore,284 ms,4359 kB/s
8.219.202.130,2095,false,SIN,Asia Pacific,Singapore,287 ms,4359 kB/s
47.245.126.151,80,false,SIN,Asia Pacific,Singapore,290 ms,4356 kB/s
8.219.174.213,8080,false,SIN,Asia Pacific,Singapore,299 ms,4354 kB/s
8.222.146.222,2095,false,SIN,Asia Pacific,Singapore,280 ms,4354 kB/s
8.222.137.192,2082,false,SIN,Asia Pacific,Singapore,284 ms,4353 kB/s
47.245.96.80,2082,false,SIN,Asia Pacific,Singapore,302 ms,4351 kB/s
8.222.146.222,2086,false,SIN,Asia Pacific,Singapore,290 ms,4351 kB/s
8.219.1.92,80,false,SIN,Asia Pacific,Singapore,290 ms,4351 kB/s
8.210.21.65,80,false,HKG,Asia Pacific,Hong Kong,60 ms,4339 kB/s
8.222.215.228,8880,false,SIN,Asia Pacific,Singapore,291 ms,4339 kB/s
8.219.98.13,8880,false,SIN,Asia Pacific,Singapore,308 ms,4339 kB/s
8.219.0.48,8880,false,SIN,Asia Pacific,Singapore,296 ms,4332 kB/s
47.236.97.90,2082,false,SIN,Asia Pacific,Singapore,289 ms,4330 kB/s
8.219.42.72,2095,false,SIN,Asia Pacific,Singapore,285 ms,4328 kB/s
8.219.49.65,2082,false,SIN,Asia Pacific,Singapore,289 ms,4324 kB/s
47.245.96.80,2086,false,SIN,Asia Pacific,Singapore,304 ms,4320 kB/s
47.236.180.51,8080,false,SIN,Asia Pacific,Singapore,295 ms,4319 kB/s
8.222.167.147,8880,false,SIN,Asia Pacific,Singapore,301 ms,4319 kB/s
8.219.193.202,2052,false,SIN,Asia Pacific,Singapore,281 ms,4318 kB/s
47.236.253.41,80,false,SIN,Asia Pacific,Singapore,278 ms,4317 kB/s
8.218.146.204,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,4316 kB/s
8.219.60.54,8880,false,SIN,Asia Pacific,Singapore,283 ms,4315 kB/s
8.219.83.201,2082,false,SIN,Asia Pacific,Singapore,293 ms,4314 kB/s
8.219.124.227,2086,false,SIN,Asia Pacific,Singapore,299 ms,4311 kB/s
47.243.183.127,80,false,HKG,Asia Pacific,Hong Kong,58 ms,4309 kB/s
47.236.167.231,2095,false,SIN,Asia Pacific,Singapore,290 ms,4307 kB/s
8.222.160.176,2082,false,SIN,Asia Pacific,Singapore,295 ms,4307 kB/s
8.218.207.169,80,false,HKG,Asia Pacific,Hong Kong,65 ms,4306 kB/s
8.219.174.142,8880,false,SIN,Asia Pacific,Singapore,290 ms,4306 kB/s
47.236.172.71,2086,false,SIN,Asia Pacific,Singapore,283 ms,4306 kB/s
8.219.40.37,8080,false,SIN,Asia Pacific,Singapore,286 ms,4303 kB/s
47.236.9.152,2082,false,SIN,Asia Pacific,Singapore,294 ms,4303 kB/s
47.236.167.231,2052,false,SIN,Asia Pacific,Singapore,278 ms,4302 kB/s
8.219.83.71,80,false,SIN,Asia Pacific,Singapore,298 ms,4301 kB/s
47.242.157.96,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,4299 kB/s
47.236.167.231,2082,false,SIN,Asia Pacific,Singapore,293 ms,4298 kB/s
8.219.98.13,2082,false,SIN,Asia Pacific,Singapore,298 ms,4295 kB/s
8.219.60.54,2082,false,SIN,Asia Pacific,Singapore,291 ms,4295 kB/s
47.237.0.31,8880,false,SIN,Asia Pacific,Singapore,280 ms,4289 kB/s
47.237.125.8,8080,false,SIN,Asia Pacific,Singapore,303 ms,4287 kB/s
8.210.34.188,80,false,HKG,Asia Pacific,Hong Kong,62 ms,4286 kB/s
8.210.101.157,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,4285 kB/s
8.218.122.55,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,4285 kB/s
47.236.169.164,2052,false,SIN,Asia Pacific,Singapore,291 ms,4284 kB/s
47.236.171.205,2095,false,SIN,Asia Pacific,Singapore,299 ms,4283 kB/s
47.236.165.25,2095,false,SIN,Asia Pacific,Singapore,300 ms,4283 kB/s
8.219.170.232,2086,false,SIN,Asia Pacific,Singapore,282 ms,4282 kB/s
8.218.53.110,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,4281 kB/s
8.219.106.156,2052,false,SIN,Asia Pacific,Singapore,290 ms,4272 kB/s
8.222.165.117,8080,false,SIN,Asia Pacific,Singapore,282 ms,4271 kB/s
47.236.17.193,2086,false,SIN,Asia Pacific,Singapore,299 ms,4271 kB/s
8.218.2.181,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,4268 kB/s
47.236.165.25,8080,false,SIN,Asia Pacific,Singapore,295 ms,4264 kB/s
47.236.123.133,2082,false,SIN,Asia Pacific,Singapore,288 ms,4263 kB/s
47.236.150.13,2095,false,SIN,Asia Pacific,Singapore,281 ms,4262 kB/s
47.242.157.96,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,4257 kB/s
8.218.211.17,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,4256 kB/s
47.236.254.120,2086,false,SIN,Asia Pacific,Singapore,286 ms,4256 kB/s
47.237.0.31,2086,false,SIN,Asia Pacific,Singapore,297 ms,4254 kB/s
47.236.168.17,8080,false,SIN,Asia Pacific,Singapore,302 ms,4253 kB/s
47.238.43.79,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,4248 kB/s
47.236.83.239,80,false,SIN,Asia Pacific,Singapore,303 ms,4246 kB/s
8.219.191.40,2052,false,SIN,Asia Pacific,Singapore,305 ms,4246 kB/s
47.243.26.83,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,4244 kB/s
8.219.222.98,80,false,SIN,Asia Pacific,Singapore,278 ms,4244 kB/s
47.237.84.173,2082,false,SIN,Asia Pacific,Singapore,292 ms,4243 kB/s
8.217.66.3,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,4243 kB/s
8.210.207.214,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,4243 kB/s
8.219.83.201,2052,false,SIN,Asia Pacific,Singapore,302 ms,4242 kB/s
8.219.0.162,2082,false,SIN,Asia Pacific,Singapore,310 ms,4242 kB/s
47.237.100.206,2052,false,SIN,Asia Pacific,Singapore,306 ms,4242 kB/s
47.236.149.107,80,false,SIN,Asia Pacific,Singapore,279 ms,4240 kB/s
8.222.162.45,8080,false,SIN,Asia Pacific,Singapore,284 ms,4237 kB/s
47.236.149.107,2095,false,SIN,Asia Pacific,Singapore,292 ms,4237 kB/s
8.219.132.64,2052,false,SIN,Asia Pacific,Singapore,279 ms,4235 kB/s
8.219.191.40,8880,false,SIN,Asia Pacific,Singapore,304 ms,4233 kB/s
8.222.187.4,8880,false,SIN,Asia Pacific,Singapore,289 ms,4232 kB/s
47.236.144.156,2086,false,SIN,Asia Pacific,Singapore,283 ms,4232 kB/s
8.219.209.14,2052,false,SIN,Asia Pacific,Singapore,300 ms,4229 kB/s
47.242.7.162,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,4227 kB/s
8.222.193.65,2095,false,SIN,Asia Pacific,Singapore,292 ms,4219 kB/s
47.236.145.85,2095,false,SIN,Asia Pacific,Singapore,302 ms,4216 kB/s
8.218.74.119,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,4216 kB/s
47.76.94.15,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,4216 kB/s
47.236.17.193,2082,false,SIN,Asia Pacific,Singapore,287 ms,4215 kB/s
47.236.17.193,8880,false,SIN,Asia Pacific,Singapore,295 ms,4213 kB/s
8.218.18.132,80,false,HKG,Asia Pacific,Hong Kong,65 ms,4210 kB/s
47.236.144.156,2082,false,SIN,Asia Pacific,Singapore,298 ms,4209 kB/s
47.236.102.102,8880,false,SIN,Asia Pacific,Singapore,283 ms,4207 kB/s
47.236.205.188,2052,false,SIN,Asia Pacific,Singapore,296 ms,4201 kB/s
8.218.18.235,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,4197 kB/s
47.236.254.120,8880,false,SIN,Asia Pacific,Singapore,305 ms,4195 kB/s
47.236.237.90,80,false,SIN,Asia Pacific,Singapore,305 ms,4187 kB/s
8.218.18.235,80,false,HKG,Asia Pacific,Hong Kong,61 ms,4186 kB/s
47.238.6.58,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,4186 kB/s
47.236.180.24,80,false,SIN,Asia Pacific,Singapore,282 ms,4183 kB/s
8.219.111.175,2095,false,SIN,Asia Pacific,Singapore,293 ms,4181 kB/s
8.217.193.25,8880,false,HKG,Asia Pacific,Hong Kong,69 ms,4181 kB/s
47.236.205.188,8080,false,SIN,Asia Pacific,Singapore,285 ms,4180 kB/s
47.236.17.193,2095,false,SIN,Asia Pacific,Singapore,285 ms,4178 kB/s
47.236.146.249,8080,false,SIN,Asia Pacific,Singapore,283 ms,4177 kB/s
8.218.8.142,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,4176 kB/s
8.218.65.171,2095,false,HKG,Asia Pacific,Hong Kong,68 ms,4176 kB/s
8.219.40.37,2086,false,SIN,Asia Pacific,Singapore,285 ms,4174 kB/s
8.217.50.252,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,4174 kB/s
8.222.184.198,80,false,SIN,Asia Pacific,Singapore,284 ms,4171 kB/s
47.236.170.54,2082,false,SIN,Asia Pacific,Singapore,289 ms,4170 kB/s
47.236.150.13,8080,false,SIN,Asia Pacific,Singapore,282 ms,4169 kB/s
8.219.147.58,8080,false,SIN,Asia Pacific,Singapore,303 ms,4169 kB/s
47.237.86.185,8080,false,SIN,Asia Pacific,Singapore,285 ms,4166 kB/s
8.217.159.210,2052,false,HKG,Asia Pacific,Hong Kong,61 ms,4163 kB/s
47.237.82.15,2052,false,SIN,Asia Pacific,Singapore,280 ms,4157 kB/s
47.236.104.11,80,false,SIN,Asia Pacific,Singapore,283 ms,4156 kB/s
47.242.157.96,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,4150 kB/s
47.236.169.15,2052,false,SIN,Asia Pacific,Singapore,297 ms,4148 kB/s
47.236.170.225,8880,false,SIN,Asia Pacific,Singapore,287 ms,4144 kB/s
8.222.237.131,8880,false,SIN,Asia Pacific,Singapore,290 ms,4143 kB/s
8.222.181.117,8080,false,SIN,Asia Pacific,Singapore,302 ms,4140 kB/s
8.222.249.190,2086,false,SIN,Asia Pacific,Singapore,311 ms,4139 kB/s
47.236.150.13,2052,false,SIN,Asia Pacific,Singapore,304 ms,4139 kB/s
47.236.144.208,2086,false,SIN,Asia Pacific,Singapore,283 ms,4136 kB/s
47.236.130.95,2086,false,SIN,Asia Pacific,Singapore,281 ms,4134 kB/s
47.236.170.225,2052,false,SIN,Asia Pacific,Singapore,276 ms,4134 kB/s
47.236.9.152,2086,false,SIN,Asia Pacific,Singapore,285 ms,4134 kB/s
8.219.248.47,2095,false,SIN,Asia Pacific,Singapore,293 ms,4133 kB/s
47.236.102.102,2086,false,SIN,Asia Pacific,Singapore,291 ms,4132 kB/s
47.236.169.141,2052,false,SIN,Asia Pacific,Singapore,305 ms,4129 kB/s
47.237.125.8,2086,false,SIN,Asia Pacific,Singapore,295 ms,4129 kB/s
8.219.97.50,8080,false,SIN,Asia Pacific,Singapore,281 ms,4126 kB/s
8.219.229.190,80,false,SIN,Asia Pacific,Singapore,292 ms,4122 kB/s
8.222.183.242,2082,false,SIN,Asia Pacific,Singapore,298 ms,4122 kB/s
47.236.237.90,8880,false,SIN,Asia Pacific,Singapore,297 ms,4120 kB/s
47.236.254.120,2095,false,SIN,Asia Pacific,Singapore,287 ms,4120 kB/s
47.236.102.102,8080,false,SIN,Asia Pacific,Singapore,296 ms,4120 kB/s
47.236.93.176,2086,false,SIN,Asia Pacific,Singapore,304 ms,4115 kB/s
8.218.188.129,2052,false,HKG,Asia Pacific,Hong Kong,65 ms,4115 kB/s
8.219.174.142,80,false,SIN,Asia Pacific,Singapore,295 ms,4113 kB/s
8.222.146.222,2082,false,SIN,Asia Pacific,Singapore,298 ms,4112 kB/s
8.222.164.209,2095,false,SIN,Asia Pacific,Singapore,300 ms,4110 kB/s
47.237.121.38,2052,false,SIN,Asia Pacific,Singapore,299 ms,4109 kB/s
8.222.183.242,8080,false,SIN,Asia Pacific,Singapore,304 ms,4101 kB/s
47.245.102.52,2086,false,SIN,Asia Pacific,Singapore,299 ms,4100 kB/s
