IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.219.86.200,2082,false,SIN,Asia Pacific,Singapore,283 ms,3615 kB/s
8.222.160.176,2052,false,SIN,Asia Pacific,Singapore,280 ms,3614 kB/s
47.236.10.100,8080,false,SIN,Asia Pacific,Singapore,304 ms,3611 kB/s
47.236.237.90,80,false,SIN,Asia Pacific,Singapore,278 ms,3610 kB/s
8.219.147.58,80,false,SIN,Asia Pacific,Singapore,304 ms,3609 kB/s
47.76.233.67,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,3608 kB/s
8.219.78.1,2052,false,SIN,Asia Pacific,Singapore,291 ms,3608 kB/s
47.236.144.156,2052,false,SIN,Asia Pacific,Singapore,286 ms,3607 kB/s
8.218.65.237,2052,false,HKG,Asia Pacific,Hong Kong,71 ms,3603 kB/s
47.237.82.15,2086,false,SIN,Asia Pacific,Singapore,301 ms,3601 kB/s
47.236.149.107,2052,false,SIN,Asia Pacific,Singapore,300 ms,3597 kB/s
8.219.42.72,80,false,SIN,Asia Pacific,Singapore,306 ms,3595 kB/s
8.219.189.143,2086,false,SIN,Asia Pacific,Singapore,285 ms,3591 kB/s
8.219.139.13,2082,false,SIN,Asia Pacific,Singapore,294 ms,3586 kB/s
8.217.250.5,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,3585 kB/s
8.222.184.198,2082,false,SIN,Asia Pacific,Singapore,290 ms,3584 kB/s
8.217.181.213,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,3583 kB/s
47.237.83.20,2086,false,SIN,Asia Pacific,Singapore,301 ms,3583 kB/s
47.237.14.220,2095,false,SIN,Asia Pacific,Singapore,299 ms,3581 kB/s
47.76.227.128,80,false,HKG,Asia Pacific,Hong Kong,59 ms,3579 kB/s
8.219.174.213,2052,false,SIN,Asia Pacific,Singapore,282 ms,3578 kB/s
47.236.121.23,8880,false,SIN,Asia Pacific,Singapore,303 ms,3577 kB/s
8.219.194.170,8080,false,SIN,Asia Pacific,Singapore,279 ms,3577 kB/s
47.236.164.215,80,false,SIN,Asia Pacific,Singapore,286 ms,3577 kB/s
8.219.87.30,2086,false,SIN,Asia Pacific,Singapore,309 ms,3571 kB/s
47.236.144.196,2082,false,SIN,Asia Pacific,Singapore,284 ms,3567 kB/s
8.219.153.237,2082,false,NRT,Asia Pacific,Tokyo,363 ms,3566 kB/s
8.219.104.37,8880,false,SIN,Asia Pacific,Singapore,285 ms,3565 kB/s
8.219.117.198,2095,false,SIN,Asia Pacific,Singapore,294 ms,3564 kB/s
47.236.174.206,2095,false,SIN,Asia Pacific,Singapore,298 ms,3562 kB/s
47.242.36.78,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,3562 kB/s
8.210.100.23,80,false,HKG,Asia Pacific,Hong Kong,68 ms,3560 kB/s
8.219.86.200,8880,false,SIN,Asia Pacific,Singapore,305 ms,3559 kB/s
47.236.104.11,2082,false,SIN,Asia Pacific,Singapore,304 ms,3553 kB/s
47.236.168.17,80,false,SIN,Asia Pacific,Singapore,286 ms,3552 kB/s
8.219.93.5,8880,false,SIN,Asia Pacific,Singapore,298 ms,3549 kB/s
47.237.94.140,2082,false,SIN,Asia Pacific,Singapore,299 ms,3548 kB/s
47.237.94.140,8880,false,SIN,Asia Pacific,Singapore,282 ms,3544 kB/s
8.222.214.231,2095,false,SIN,Asia Pacific,Singapore,288 ms,3541 kB/s
47.236.80.110,80,false,SIN,Asia Pacific,Singapore,311 ms,3536 kB/s
47.236.171.205,8080,false,SIN,Asia Pacific,Singapore,300 ms,3533 kB/s
47.236.146.249,8880,false,SIN,Asia Pacific,Singapore,284 ms,3532 kB/s
8.218.142.253,80,false,HKG,Asia Pacific,Hong Kong,63 ms,3529 kB/s
47.237.14.220,2052,false,SIN,Asia Pacific,Singapore,287 ms,3527 kB/s
8.219.66.156,80,false,NRT,Asia Pacific,Tokyo,372 ms,3527 kB/s
47.236.125.62,2052,false,NRT,Asia Pacific,Tokyo,360 ms,3526 kB/s
8.219.163.195,2052,false,SIN,Asia Pacific,Singapore,287 ms,3525 kB/s
8.219.199.220,2095,false,SIN,Asia Pacific,Singapore,307 ms,3522 kB/s
8.219.87.30,8880,false,SIN,Asia Pacific,Singapore,303 ms,3515 kB/s
8.222.179.231,8080,false,SIN,Asia Pacific,Singapore,304 ms,3515 kB/s
8.219.49.65,2095,false,SIN,Asia Pacific,Singapore,298 ms,3514 kB/s
8.219.67.133,2086,false,SIN,Asia Pacific,Singapore,281 ms,3510 kB/s
8.219.77.222,2082,false,SIN,Asia Pacific,Singapore,304 ms,3510 kB/s
8.219.222.98,2052,false,SIN,Asia Pacific,Singapore,293 ms,3507 kB/s
8.222.169.222,2086,false,SIN,Asia Pacific,Singapore,292 ms,3505 kB/s
8.219.1.92,2086,false,SIN,Asia Pacific,Singapore,280 ms,3504 kB/s
47.236.150.13,2095,false,SIN,Asia Pacific,Singapore,302 ms,3502 kB/s
47.237.94.140,8080,false,SIN,Asia Pacific,Singapore,284 ms,3502 kB/s
8.222.244.192,80,false,SIN,Asia Pacific,Singapore,281 ms,3502 kB/s
8.222.180.86,8080,false,SIN,Asia Pacific,Singapore,280 ms,3493 kB/s
47.76.233.67,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,3490 kB/s
47.236.172.95,8080,false,SIN,Asia Pacific,Singapore,305 ms,3490 kB/s
8.219.49.65,2052,false,SIN,Asia Pacific,Singapore,308 ms,3490 kB/s
47.236.146.249,2082,false,SIN,Asia Pacific,Singapore,301 ms,3489 kB/s
47.245.114.163,8880,false,SIN,Asia Pacific,Singapore,298 ms,3480 kB/s
47.237.121.38,80,false,SIN,Asia Pacific,Singapore,311 ms,3480 kB/s
8.219.126.240,2086,false,SIN,Asia Pacific,Singapore,286 ms,3476 kB/s
8.219.111.175,2086,false,SIN,Asia Pacific,Singapore,302 ms,3475 kB/s
47.236.180.24,80,false,SIN,Asia Pacific,Singapore,301 ms,3475 kB/s
8.219.0.48,8080,false,SIN,Asia Pacific,Singapore,285 ms,3474 kB/s
8.219.194.170,2086,false,SIN,Asia Pacific,Singapore,276 ms,3474 kB/s
8.217.181.213,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,3473 kB/s
47.237.121.38,2095,false,SIN,Asia Pacific,Singapore,301 ms,3470 kB/s
8.219.4.122,2095,false,SIN,Asia Pacific,Singapore,277 ms,3463 kB/s
8.219.11.158,8080,false,SIN,Asia Pacific,Singapore,282 ms,3463 kB/s
8.222.164.209,2095,false,SIN,Asia Pacific,Singapore,278 ms,3460 kB/s
8.222.184.198,80,false,SIN,Asia Pacific,Singapore,292 ms,3459 kB/s
8.219.202.130,2052,false,SIN,Asia Pacific,Singapore,302 ms,3459 kB/s
47.236.172.95,2052,false,SIN,Asia Pacific,Singapore,312 ms,3458 kB/s
8.219.0.162,2086,false,SIN,Asia Pacific,Singapore,305 ms,3456 kB/s
8.219.200.145,2082,false,SIN,Asia Pacific,Singapore,287 ms,3453 kB/s
8.222.215.228,2052,false,SIN,Asia Pacific,Singapore,303 ms,3452 kB/s
8.219.0.48,8880,false,SIN,Asia Pacific,Singapore,307 ms,3451 kB/s
8.219.86.200,80,false,SIN,Asia Pacific,Singapore,282 ms,3450 kB/s
8.222.179.231,2095,false,SIN,Asia Pacific,Singapore,284 ms,3449 kB/s
47.236.169.164,2082,false,SIN,Asia Pacific,Singapore,285 ms,3444 kB/s
47.245.114.163,2052,false,SIN,Asia Pacific,Singapore,292 ms,3443 kB/s
8.219.99.169,2082,false,SIN,Asia Pacific,Singapore,282 ms,3443 kB/s
47.236.172.95,2086,false,SIN,Asia Pacific,Singapore,309 ms,3439 kB/s
8.219.237.250,2082,false,SIN,Asia Pacific,Singapore,306 ms,3437 kB/s
8.219.0.48,80,false,SIN,Asia Pacific,Singapore,291 ms,3437 kB/s
8.219.126.240,8080,false,SIN,Asia Pacific,Singapore,285 ms,3436 kB/s
47.236.149.107,2086,false,SIN,Asia Pacific,Singapore,283 ms,3435 kB/s
47.236.168.17,8080,false,SIN,Asia Pacific,Singapore,282 ms,3427 kB/s
47.236.172.95,2082,false,SIN,Asia Pacific,Singapore,280 ms,3427 kB/s
8.222.180.86,2095,false,SIN,Asia Pacific,Singapore,301 ms,3426 kB/s
8.219.78.1,2086,false,SIN,Asia Pacific,Singapore,288 ms,3425 kB/s
47.236.169.15,2086,false,SIN,Asia Pacific,Singapore,295 ms,3424 kB/s
8.219.163.195,2082,false,SIN,Asia Pacific,Singapore,281 ms,3424 kB/s
47.236.117.48,2095,false,SIN,Asia Pacific,Singapore,288 ms,3423 kB/s
8.219.78.1,2095,false,SIN,Asia Pacific,Singapore,274 ms,3423 kB/s
47.236.180.24,2086,false,SIN,Asia Pacific,Singapore,285 ms,3421 kB/s
8.219.139.13,80,false,SIN,Asia Pacific,Singapore,299 ms,3416 kB/s
8.219.142.191,2086,false,SIN,Asia Pacific,Singapore,302 ms,3415 kB/s
8.222.237.131,8080,false,SIN,Asia Pacific,Singapore,295 ms,3413 kB/s
8.219.60.54,2082,false,SIN,Asia Pacific,Singapore,304 ms,3407 kB/s
47.236.170.54,80,false,SIN,Asia Pacific,Singapore,280 ms,3406 kB/s
8.219.209.14,2086,false,SIN,Asia Pacific,Singapore,281 ms,3404 kB/s
47.237.121.38,8080,false,SIN,Asia Pacific,Singapore,286 ms,3403 kB/s
8.219.60.54,80,false,SIN,Asia Pacific,Singapore,298 ms,3401 kB/s
47.236.144.196,8080,false,SIN,Asia Pacific,Singapore,284 ms,3400 kB/s
47.236.144.48,80,false,SIN,Asia Pacific,Singapore,302 ms,3398 kB/s
8.222.214.231,2086,false,SIN,Asia Pacific,Singapore,300 ms,3398 kB/s
47.236.75.113,2082,false,SIN,Asia Pacific,Singapore,290 ms,3394 kB/s
47.236.121.23,80,false,SIN,Asia Pacific,Singapore,302 ms,3391 kB/s
8.219.1.92,80,false,SIN,Asia Pacific,Singapore,276 ms,3390 kB/s
8.219.106.156,8880,false,SIN,Asia Pacific,Singapore,290 ms,3388 kB/s
8.218.81.14,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,3386 kB/s
8.219.220.88,2082,false,SIN,Asia Pacific,Singapore,292 ms,3383 kB/s
47.237.14.220,80,false,SIN,Asia Pacific,Singapore,280 ms,3381 kB/s
8.219.77.222,80,false,SIN,Asia Pacific,Singapore,284 ms,3379 kB/s
8.222.193.65,8880,false,SIN,Asia Pacific,Singapore,302 ms,3376 kB/s
47.237.84.173,8080,false,SIN,Asia Pacific,Singapore,283 ms,3375 kB/s
8.219.177.205,2082,false,SIN,Asia Pacific,Singapore,305 ms,3374 kB/s
8.219.110.81,80,false,SIN,Asia Pacific,Singapore,302 ms,3372 kB/s
8.219.237.250,80,false,SIN,Asia Pacific,Singapore,296 ms,3370 kB/s
47.236.169.164,80,false,SIN,Asia Pacific,Singapore,287 ms,3360 kB/s
47.76.192.24,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,3355 kB/s
8.222.193.65,80,false,SIN,Asia Pacific,Singapore,297 ms,3353 kB/s
47.236.169.15,2095,false,SIN,Asia Pacific,Singapore,304 ms,3352 kB/s
8.219.191.40,2082,false,SIN,Asia Pacific,Singapore,288 ms,3349 kB/s
8.219.50.180,2095,false,SIN,Asia Pacific,Singapore,302 ms,3345 kB/s
8.218.126.53,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,3344 kB/s
47.236.167.231,2095,false,SIN,Asia Pacific,Singapore,303 ms,3336 kB/s
8.219.67.133,2082,false,SIN,Asia Pacific,Singapore,286 ms,3336 kB/s
8.219.40.37,2082,false,SIN,Asia Pacific,Singapore,291 ms,3328 kB/s
47.237.95.13,8080,false,SIN,Asia Pacific,Singapore,303 ms,3328 kB/s
8.218.65.237,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,3327 kB/s
47.76.227.128,2052,false,HKG,Asia Pacific,Hong Kong,59 ms,3327 kB/s
8.219.209.14,2082,false,SIN,Asia Pacific,Singapore,299 ms,3326 kB/s
8.219.161.129,80,false,SIN,Asia Pacific,Singapore,297 ms,3323 kB/s
8.222.187.4,2052,false,SIN,Asia Pacific,Singapore,278 ms,3322 kB/s
8.222.249.190,8080,false,SIN,Asia Pacific,Singapore,281 ms,3314 kB/s
8.219.237.250,2052,false,SIN,Asia Pacific,Singapore,288 ms,3312 kB/s
8.222.165.117,2082,false,SIN,Asia Pacific,Singapore,277 ms,3311 kB/s
47.236.149.107,80,false,SIN,Asia Pacific,Singapore,283 ms,3309 kB/s
47.76.29.115,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,3308 kB/s
8.222.156.242,2052,false,SIN,Asia Pacific,Singapore,300 ms,3303 kB/s
8.219.220.88,2052,false,SIN,Asia Pacific,Singapore,300 ms,3299 kB/s
47.236.205.188,2082,false,SIN,Asia Pacific,Singapore,287 ms,3296 kB/s
47.236.174.206,8080,false,SIN,Asia Pacific,Singapore,280 ms,3296 kB/s
8.219.210.64,2086,false,SIN,Asia Pacific,Singapore,284 ms,3294 kB/s
8.219.132.64,2086,false,SIN,Asia Pacific,Singapore,277 ms,3291 kB/s
8.219.122.55,8880,false,SIN,Asia Pacific,Singapore,280 ms,3289 kB/s
8.219.66.156,2086,false,NRT,Asia Pacific,Tokyo,380 ms,3285 kB/s
8.219.106.156,2086,false,SIN,Asia Pacific,Singapore,305 ms,3285 kB/s
47.236.145.85,2086,false,SIN,Asia Pacific,Singapore,301 ms,3283 kB/s
8.222.167.147,8080,false,SIN,Asia Pacific,Singapore,283 ms,3283 kB/s
8.219.99.169,2095,false,SIN,Asia Pacific,Singapore,287 ms,3277 kB/s
47.237.86.185,8880,false,SIN,Asia Pacific,Singapore,277 ms,3276 kB/s
47.236.253.41,2082,false,SIN,Asia Pacific,Singapore,281 ms,3275 kB/s
47.236.9.152,8080,false,SIN,Asia Pacific,Singapore,282 ms,3275 kB/s
8.222.244.192,2082,false,SIN,Asia Pacific,Singapore,284 ms,3274 kB/s
8.219.193.202,8080,false,SIN,Asia Pacific,Singapore,283 ms,3274 kB/s
8.219.4.122,8880,false,SIN,Asia Pacific,Singapore,299 ms,3271 kB/s
47.237.83.20,2095,false,SIN,Asia Pacific,Singapore,304 ms,3270 kB/s
8.222.162.45,2082,false,SIN,Asia Pacific,Singapore,300 ms,3270 kB/s
47.237.121.38,2052,false,SIN,Asia Pacific,Singapore,318 ms,3267 kB/s
47.242.174.27,2052,false,HKG,Asia Pacific,Hong Kong,71 ms,3266 kB/s
8.219.198.139,80,false,SIN,Asia Pacific,Singapore,307 ms,3265 kB/s
8.222.146.222,8080,false,SIN,Asia Pacific,Singapore,294 ms,3260 kB/s
8.219.66.156,2095,false,NRT,Asia Pacific,Tokyo,375 ms,3259 kB/s
47.236.169.15,8080,false,SIN,Asia Pacific,Singapore,306 ms,3259 kB/s
8.219.191.110,2052,false,SIN,Asia Pacific,Singapore,292 ms,3255 kB/s
47.236.169.164,2095,false,SIN,Asia Pacific,Singapore,283 ms,3250 kB/s
8.222.164.209,8080,false,SIN,Asia Pacific,Singapore,281 ms,3243 kB/s
47.236.146.249,2095,false,SIN,Asia Pacific,Singapore,305 ms,3242 kB/s
8.219.177.205,80,false,SIN,Asia Pacific,Singapore,301 ms,3239 kB/s
8.219.174.142,8880,false,SIN,Asia Pacific,Singapore,292 ms,3239 kB/s
8.219.191.40,80,false,SIN,Asia Pacific,Singapore,290 ms,3237 kB/s
8.218.222.36,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,3227 kB/s
8.219.49.65,80,false,SIN,Asia Pacific,Singapore,294 ms,3226 kB/s
8.219.1.92,2095,false,SIN,Asia Pacific,Singapore,300 ms,3224 kB/s
8.222.136.247,8880,false,SIN,Asia Pacific,Singapore,288 ms,3224 kB/s
8.219.124.227,2082,false,SIN,Asia Pacific,Singapore,283 ms,3223 kB/s
47.236.144.48,2052,false,SIN,Asia Pacific,Singapore,286 ms,3222 kB/s
8.217.149.28,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,3221 kB/s
47.245.102.52,8880,false,SIN,Asia Pacific,Singapore,300 ms,3221 kB/s
8.222.137.192,2052,false,SIN,Asia Pacific,Singapore,281 ms,3220 kB/s
8.218.207.169,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,3219 kB/s
47.236.144.48,2095,false,SIN,Asia Pacific,Singapore,301 ms,3217 kB/s
8.222.183.242,2052,false,SIN,Asia Pacific,Singapore,286 ms,3213 kB/s
47.236.10.182,8080,false,SIN,Asia Pacific,Singapore,292 ms,3208 kB/s
47.236.165.25,2052,false,SIN,Asia Pacific,Singapore,285 ms,3208 kB/s
8.222.181.117,8080,false,SIN,Asia Pacific,Singapore,282 ms,3207 kB/s
47.76.33.40,2052,false,HKG,Asia Pacific,Hong Kong,61 ms,3206 kB/s
47.237.81.112,8080,false,SIN,Asia Pacific,Singapore,285 ms,3203 kB/s
8.219.194.170,2052,false,SIN,Asia Pacific,Singapore,288 ms,3203 kB/s
8.218.3.198,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,3197 kB/s
8.217.181.213,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,3191 kB/s
8.219.210.64,2082,false,SIN,Asia Pacific,Singapore,283 ms,3191 kB/s
47.236.150.13,8080,false,SIN,Asia Pacific,Singapore,283 ms,3189 kB/s
47.237.100.206,2095,false,SIN,Asia Pacific,Singapore,274 ms,3183 kB/s
47.236.167.231,80,false,SIN,Asia Pacific,Singapore,289 ms,3183 kB/s
8.222.208.38,2086,false,SIN,Asia Pacific,Singapore,307 ms,3182 kB/s
8.218.207.169,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,3179 kB/s
8.218.65.237,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,3179 kB/s
8.219.220.88,2086,false,SIN,Asia Pacific,Singapore,301 ms,3179 kB/s
8.222.249.190,2095,false,SIN,Asia Pacific,Singapore,290 ms,3178 kB/s
47.237.0.31,8080,false,SIN,Asia Pacific,Singapore,294 ms,3173 kB/s
8.219.222.98,80,false,SIN,Asia Pacific,Singapore,274 ms,3173 kB/s
8.222.150.197,2086,false,SIN,Asia Pacific,Singapore,280 ms,3170 kB/s
47.236.104.11,8080,false,SIN,Asia Pacific,Singapore,289 ms,3169 kB/s
47.236.146.249,8080,false,SIN,Asia Pacific,Singapore,302 ms,3166 kB/s
8.219.99.169,80,false,SIN,Asia Pacific,Singapore,294 ms,3164 kB/s
47.237.100.206,2082,false,SIN,Asia Pacific,Singapore,278 ms,3164 kB/s
47.236.172.71,2095,false,SIN,Asia Pacific,Singapore,307 ms,3163 kB/s
8.219.126.240,80,false,SIN,Asia Pacific,Singapore,291 ms,3160 kB/s
47.236.164.215,8880,false,SIN,Asia Pacific,Singapore,298 ms,3160 kB/s
8.219.177.205,8880,false,SIN,Asia Pacific,Singapore,277 ms,3153 kB/s
8.219.189.143,8880,false,SIN,Asia Pacific,Singapore,285 ms,3149 kB/s
47.236.104.11,8880,false,SIN,Asia Pacific,Singapore,298 ms,3142 kB/s
47.236.102.102,8880,false,SIN,Asia Pacific,Singapore,287 ms,3140 kB/s
47.236.172.71,8880,false,SIN,Asia Pacific,Singapore,302 ms,3136 kB/s
8.219.174.142,2082,false,SIN,Asia Pacific,Singapore,306 ms,3131 kB/s
47.236.144.156,8880,false,SIN,Asia Pacific,Singapore,288 ms,3130 kB/s
8.219.161.129,2082,false,SIN,Asia Pacific,Singapore,284 ms,3126 kB/s
47.236.144.196,2095,false,SIN,Asia Pacific,Singapore,283 ms,3119 kB/s
8.218.3.198,8080,false,HKG,Asia Pacific,Hong Kong,56 ms,3118 kB/s
8.219.40.37,80,false,SIN,Asia Pacific,Singapore,291 ms,3118 kB/s
47.237.11.182,8080,false,SIN,Asia Pacific,Singapore,289 ms,3114 kB/s
47.236.10.182,2052,false,SIN,Asia Pacific,Singapore,303 ms,3113 kB/s
8.219.199.220,8880,false,SIN,Asia Pacific,Singapore,303 ms,3112 kB/s
47.236.144.48,2082,false,SIN,Asia Pacific,Singapore,301 ms,3106 kB/s
47.76.192.24,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,3103 kB/s
8.210.107.246,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,3098 kB/s
47.237.95.146,8080,false,SIN,Asia Pacific,Singapore,280 ms,3097 kB/s
8.219.50.180,2052,false,SIN,Asia Pacific,Singapore,282 ms,3096 kB/s
8.219.4.122,8080,false,SIN,Asia Pacific,Singapore,284 ms,3087 kB/s
8.219.189.143,2095,false,SIN,Asia Pacific,Singapore,305 ms,3084 kB/s
8.217.154.218,2095,false,HKG,Asia Pacific,Hong Kong,68 ms,3082 kB/s
8.219.153.237,2052,false,NRT,Asia Pacific,Tokyo,365 ms,3081 kB/s
47.237.92.26,2086,false,SIN,Asia Pacific,Singapore,278 ms,3080 kB/s
8.222.237.131,2082,false,SIN,Asia Pacific,Singapore,284 ms,3073 kB/s
8.219.87.30,80,false,SIN,Asia Pacific,Singapore,280 ms,3062 kB/s
47.237.100.206,2086,false,SIN,Asia Pacific,Singapore,278 ms,3059 kB/s
8.219.191.110,2082,false,SIN,Asia Pacific,Singapore,298 ms,3058 kB/s
47.236.93.176,2086,false,SIN,Asia Pacific,Singapore,294 ms,3056 kB/s
47.242.174.27,2082,false,HKG,Asia Pacific,Hong Kong,71 ms,3054 kB/s
47.236.237.90,2052,false,SIN,Asia Pacific,Singapore,302 ms,3052 kB/s
8.218.81.14,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,3049 kB/s
47.236.130.95,2052,false,SIN,Asia Pacific,Singapore,311 ms,3048 kB/s
47.237.86.185,80,false,SIN,Asia Pacific,Singapore,286 ms,3047 kB/s
8.222.156.242,2082,false,SIN,Asia Pacific,Singapore,279 ms,3043 kB/s
47.76.94.15,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,3040 kB/s
47.242.232.14,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,3036 kB/s
47.236.118.216,2095,false,SIN,Asia Pacific,Singapore,279 ms,3034 kB/s
8.222.193.65,2095,false,SIN,Asia Pacific,Singapore,294 ms,3034 kB/s
47.236.145.85,2082,false,SIN,Asia Pacific,Singapore,301 ms,3033 kB/s
8.219.67.133,80,false,SIN,Asia Pacific,Singapore,287 ms,3032 kB/s
47.236.237.90,2095,false,SIN,Asia Pacific,Singapore,300 ms,3031 kB/s
8.219.210.64,8080,false,SIN,Asia Pacific,Singapore,281 ms,3029 kB/s
47.237.83.20,80,false,SIN,Asia Pacific,Singapore,277 ms,3029 kB/s
8.218.222.36,80,false,HKG,Asia Pacific,Hong Kong,59 ms,3029 kB/s
8.222.183.242,8880,false,SIN,Asia Pacific,Singapore,279 ms,3028 kB/s
8.219.86.200,8080,false,SIN,Asia Pacific,Singapore,295 ms,3027 kB/s
47.236.104.11,2086,false,SIN,Asia Pacific,Singapore,293 ms,3027 kB/s
8.222.244.192,8080,false,SIN,Asia Pacific,Singapore,279 ms,3025 kB/s
47.236.254.120,2082,false,SIN,Asia Pacific,Singapore,303 ms,3025 kB/s
8.217.221.165,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,3022 kB/s
47.237.81.112,2095,false,SIN,Asia Pacific,Singapore,292 ms,3021 kB/s
8.222.208.38,2095,false,SIN,Asia Pacific,Singapore,302 ms,3018 kB/s
8.219.161.129,8880,false,SIN,Asia Pacific,Singapore,277 ms,3015 kB/s
47.245.118.70,8080,false,SIN,Asia Pacific,Singapore,322 ms,3013 kB/s
47.236.254.120,8080,false,SIN,Asia Pacific,Singapore,293 ms,3009 kB/s
8.219.42.72,2052,false,SIN,Asia Pacific,Singapore,286 ms,3006 kB/s
47.237.81.112,2086,false,SIN,Asia Pacific,Singapore,300 ms,3005 kB/s
8.219.40.37,8080,false,SIN,Asia Pacific,Singapore,288 ms,3002 kB/s
47.236.83.239,80,false,SIN,Asia Pacific,Singapore,283 ms,3002 kB/s
47.236.254.120,2052,false,SIN,Asia Pacific,Singapore,284 ms,2996 kB/s
47.236.150.13,2086,false,SIN,Asia Pacific,Singapore,303 ms,2991 kB/s
47.237.8.82,2095,false,SIN,Asia Pacific,Singapore,280 ms,2991 kB/s
8.218.18.235,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,2980 kB/s
8.219.83.71,2082,false,SIN,Asia Pacific,Singapore,281 ms,2980 kB/s
47.236.168.17,2082,false,SIN,Asia Pacific,Singapore,283 ms,2979 kB/s
8.219.139.13,8080,false,SIN,Asia Pacific,Singapore,298 ms,2978 kB/s
8.219.191.110,8080,false,SIN,Asia Pacific,Singapore,301 ms,2976 kB/s
8.219.4.122,2082,false,SIN,Asia Pacific,Singapore,298 ms,2973 kB/s
47.237.82.15,8880,false,SIN,Asia Pacific,Singapore,282 ms,2973 kB/s
47.236.170.54,2082,false,SIN,Asia Pacific,Singapore,301 ms,2972 kB/s
47.76.178.146,8880,false,HKG,Asia Pacific,Hong Kong,65 ms,2971 kB/s
8.222.187.4,2095,false,SIN,Asia Pacific,Singapore,287 ms,2971 kB/s
47.236.169.164,2086,false,SIN,Asia Pacific,Singapore,286 ms,2969 kB/s
8.222.208.38,2052,false,SIN,Asia Pacific,Singapore,307 ms,2969 kB/s
47.236.180.24,2095,false,SIN,Asia Pacific,Singapore,281 ms,2968 kB/s
8.218.74.119,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,2968 kB/s
8.219.189.143,80,false,SIN,Asia Pacific,Singapore,298 ms,2968 kB/s
8.222.180.86,8880,false,SIN,Asia Pacific,Singapore,297 ms,2964 kB/s
8.222.137.192,2082,false,SIN,Asia Pacific,Singapore,300 ms,2963 kB/s
8.219.83.71,8080,false,SIN,Asia Pacific,Singapore,297 ms,2961 kB/s
47.236.9.152,2095,false,SIN,Asia Pacific,Singapore,300 ms,2960 kB/s
8.222.187.4,80,false,SIN,Asia Pacific,Singapore,300 ms,2959 kB/s
8.222.237.131,2052,false,SIN,Asia Pacific,Singapore,280 ms,2958 kB/s
47.76.178.146,2095,false,HKG,Asia Pacific,Hong Kong,84 ms,2956 kB/s
8.219.153.237,2086,false,NRT,Asia Pacific,Tokyo,380 ms,2956 kB/s
8.219.193.202,2086,false,SIN,Asia Pacific,Singapore,292 ms,2953 kB/s
8.223.3.253,80,false,SIN,Asia Pacific,Singapore,66 ms,2949 kB/s
47.242.232.14,2086,false,HKG,Asia Pacific,Hong Kong,56 ms,2946 kB/s
47.236.189.92,2086,false,SIN,Asia Pacific,Singapore,302 ms,2945 kB/s
8.222.181.117,2052,false,SIN,Asia Pacific,Singapore,305 ms,2943 kB/s
8.222.208.38,2082,false,SIN,Asia Pacific,Singapore,305 ms,2941 kB/s
8.219.100.168,2052,false,SIN,Asia Pacific,Singapore,283 ms,2935 kB/s
47.76.26.26,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,2934 kB/s
8.218.3.12,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,2933 kB/s
8.219.194.170,2082,false,SIN,Asia Pacific,Singapore,280 ms,2926 kB/s
8.219.86.200,2095,false,SIN,Asia Pacific,Singapore,283 ms,2925 kB/s
8.218.2.181,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,2913 kB/s
47.237.92.26,8880,false,SIN,Asia Pacific,Singapore,297 ms,2910 kB/s
8.222.181.117,8880,false,SIN,Asia Pacific,Singapore,281 ms,2910 kB/s
8.222.162.45,8880,false,SIN,Asia Pacific,Singapore,279 ms,2906 kB/s
47.76.98.98,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,2904 kB/s
8.219.209.14,2095,false,SIN,Asia Pacific,Singapore,308 ms,2903 kB/s
47.238.40.58,2082,false,HKG,Asia Pacific,Hong Kong,64 ms,2898 kB/s
